n_test,max_re,i_max_re,max_ae,i_max_ae,mae,mre,mse,rmse,r2,nrmse,surrogate,sampler,problem,qoi,n,seed,fit_time_s,failed
500,0.0616995880011627,134,255.74357176841386,134,50.29187848516072,0.01860470043653091,3825.3665511893296,61.84954770399966,0.9930332538297633,0.08351439520264746,RBF,LHS,rd_2d,J,40,9,0.005621218995656818,False
500,0.0365751742955542,13,105.89224431708408,134,12.026070961474637,0.004367934416907634,353.131165219825,18.791784513979106,0.9993599018943393,0.025374227892081304,Kriging,LHS,rd_2d,J,40,9,1.2891127449984197,False
500,0.17676076157154016,154,490.5931849612007,1,42.60063575684208,0.015582270340078629,4874.555307118664,69.81801563435232,0.9915005013957312,0.09427408229171018,RBF,LHS,rd_2d,J,50,0,0.012910941004520282,False
500,0.024605698171811307,13,49.361338681304005,1,7.161989768543135,0.0025631326534119427,133.2589855811575,11.543785582778186,0.9997781476702092,0.015587377872327062,Kriging,LHS,rd_2d,J,50,0,2.5867835190001642,False
500,0.045927408508538575,284,160.0218765623922,467,50.903959029327204,0.01866429844869742,3942.6891285949087,62.79083634253416,0.9929324043319303,0.08478540128557874,RBF,LHS,rd_2d,J,50,1,0.006535720007377677,False
500,0.02179271500029794,13,83.72835988079714,460,6.811063401433436,0.0023066709926148404,160.99116392650495,12.688229345598423,0.9997371335750974,0.017132700873762584,Kriging,LHS,rd_2d,J,50,1,2.653636707997066,False
500,0.04634980722168127,134,192.11903407567024,134,49.71754749699481,0.01835554218227054,3750.2644055300902,61.23940239363942,0.9931709478116042,0.08269052633905717,RBF,LHS,rd_2d,J,50,2,0.006624896006542258,False
500,0.01885215793279908,13,72.04290595069142,460,5.801852151971125,0.001987487441218545,96.68094467376562,9.832646880355545,0.9998482114837101,0.01327685630595143,Kriging,LHS,rd_2d,J,50,2,1.9134241120045772,False
500,0.060824337769780336,134,252.1156768728979,134,51.106562248915914,0.018874706135065,3978.0303182089906,63.07162847278474,0.9927782851724205,0.08516455013639601,RBF,LHS,rd_2d,J,50,3,0.006534293002914637,False
500,0.016920411948364845,45,57.2968159329439,1,4.886290911465976,0.0017939734474527725,64.23895319138545,8.014920660330048,0.9998868240428764,0.010822411422442493,Kriging,LHS,rd_2d,J,50,3,1.0226601530011976,False
500,0.04989010675217585,467,178.34474912884525,134,48.70436603772115,0.01803032628683487,3638.418406114195,60.319303760191026,0.9933865434158369,0.08144813276057905,RBF,LHS,rd_2d,J,50,4,0.00642300900653936,False
500,0.017897143858290422,56,59.18102539868187,56,5.8452847727597295,0.0020611887986314425,79.66787486720557,8.925686240687915,0.999869756902506,0.012052202737635192,Kriging,LHS,rd_2d,J,50,4,1.9468988530134084,False
