*********************************************************
               r                z               ur               uz               tr               tz              err              ett              ezz              erz              srr              stt              szz              srz 
 1.075707804E+00  7.367921959E-01  8.496993695E+01  2.891030067E-02  1.399535047E-01  1.639689815E+01 -6.417167864E+01  7.898979317E+01  3.419909771E-01  1.999335782E-01 -7.392223931E+01  1.265038212E+02  1.639689815E+01  1.399535047E-01 

 1.111792196E+00  7.007078041E-01  8.275701121E+01  3.752559195E-02 -5.212442271E-02  1.622584069E+01 -5.961831850E+01  7.443568277E+01  2.724931405E-01 -7.446346101E-02 -6.762129560E+01  1.200543062E+02  1.622584069E+01 -5.212442271E-02 

 1.111792196E+00  7.367921959E-01  8.273943390E+01  4.779468122E-02 -1.350510868E-01  1.636141877E+01 -5.953076910E+01  7.441987289E+01  2.970856295E-01 -1.929301240E-01 -6.739757785E+01  1.201333209E+02  1.636141877E+01 -1.350510868E-01 

 1.013207804E+00  3.882078041E-01  8.931079955E+01  1.673008893E-02 -1.215007519E+00  1.310592095E+01 -7.223706237E+01  8.814657684E+01 -1.469007857E+00 -1.735725027E+00 -8.596935538E+01  1.385677395E+02  1.310592095E+01 -1.215007519E+00 

 1.013207804E+00  4.242921959E-01  8.932696869E+01  3.548986662E-02  6.438223953E-01  1.331930156E+01 -7.290219775E+01  8.816253521E+01 -1.103695005E+00  9.197462790E-01 -8.719860228E+01  1.382920239E+02  1.331930156E+01  6.438223953E-01 

 1.049292196E+00  3.882078041E-01  8.676590874E+01  1.213297774E-02 -9.028422404E-01  1.564460350E+01 -6.793167387E+01  8.268994001E+01  6.058124608E-02 -1.289774629E+00 -7.954455367E+01  1.313257058E+02  1.564460350E+01 -9.028422404E-01 

 1.049292196E+00  4.242921959E-01  8.677321076E+01  2.053310456E-03  5.168502440E-01  1.559913841E+01 -6.797299940E+01  8.269689901E+01  5.675257718E-02  7.383574914E-01 -7.964251436E+01  1.312953434E+02  1.559913841E+01  5.168502440E-01 

 1.013207804E+00  4.507078041E-01  8.932380558E+01  5.393960994E-04 -1.022063975E+00  1.309038206E+01 -7.245976660E+01  8.815941332E+01 -1.385406939E+00 -1.460091393E+00 -8.641372146E+01  1.384531304E+02  1.309038206E+01 -1.022063975E+00 

 1.013207804E+00  4.867921959E-01  8.932905063E+01  1.773243189E-02  8.311482666E-01  1.316218203E+01 -7.267922459E+01  8.816459000E+01 -1.264265983E+00  1.187354667E+00 -8.681876001E+01  1.383625804E+02  1.316218203E+01  8.311482666E-01 

 1.049292196E+00  4.507078041E-01  8.677608747E+01  8.695248488E-03 -7.794254990E-01  1.552555197E+01 -6.794236965E+01  8.269964058E+01  1.241530451E-02 -1.113464999E+00 -7.961114696E+01  1.312876674E+02  1.552555197E+01 -7.794254990E-01 

 1.049292196E+00  4.867921959E-01  8.677840299E+01 -3.018089588E-03  6.455619125E-01  1.551236979E+01 -6.795592104E+01  8.270184732E+01  1.189681384E-02  9.222313036E-01 -7.964257521E+01  1.312783005E+02  1.551236979E+01  6.455619125E-01 

 1.075707804E+00  3.882078041E-01  8.502099025E+01 -4.330889149E-03 -2.144896649E-01  1.577212235E+01 -6.424903965E+01  7.903725337E+01  9.979508033E-02 -3.064138070E-01 -7.431624627E+01  1.262845639E+02  1.577212235E+01 -2.144896649E-01 

 1.075707804E+00  4.242921959E-01  8.502784449E+01 -2.914493554E-03 -1.814661632E-02  1.569047302E+01 -6.425588031E+01  7.904362521E+01  6.666974593E-02 -2.592373760E-02 -7.436109707E+01  1.262582107E+02  1.569047302E+01 -1.814661632E-02 

 1.111792196E+00  3.882078041E-01  8.278589433E+01 -1.721664357E-02 -3.859730061E-02  1.594890290E+01 -5.970711117E+01  7.446166166E+01  1.863775042E-01 -5.513900087E-02 -6.790198124E+01  1.199343007E+02  1.594890290E+01 -3.859730061E-02 

 1.111792196E+00  4.242921959E-01  8.279243502E+01 -1.104044381E-02 -2.984607366E-02  1.587950719E+01 -5.971991178E+01  7.446754467E+01  1.610174088E-01 -4.263724809E-02 -6.795379367E+01  1.199086454E+02  1.587950719E+01 -2.984607366E-02 

 1.075707804E+00  4.507078041E-01  8.503103353E+01 -7.248154112E-04 -1.472839814E-01  1.564621338E+01 -6.425384203E+01  7.904658981E+01  4.646049618E-02 -2.104056877E-01 -7.437421015E+01  1.262463944E+02  1.564621338E+01 -1.472839814E-01 

 1.075707804E+00  4.867921959E-01  8.503320914E+01 -8.200680592E-04  6.212157113E-02  1.562030772E+01 -6.425559632E+01  7.904861229E+01  3.577181672E-02  8.874510161E-02 -7.438760768E+01  1.262382844E+02  1.562030772E+01  6.212157113E-02 

 1.111792196E+00  4.507078041E-01  8.279554935E+01 -6.938654546E-03 -2.779648451E-02  1.584549302E+01 -5.972500310E+01  7.447034585E+01  1.481155653E-01 -3.970926359E-02 -6.797687311E+01  1.198966154E+02  1.584549302E+01 -2.779648451E-02 

 1.111792196E+00  4.867921959E-01  8.279764865E+01 -1.848865416E-03 -3.736530700E-03  1.582245822E+01 -5.972825243E+01  7.447223406E+01  1.392969409E-01 -5.337901001E-03 -6.799211090E+01  1.198885702E+02  1.582245822E+01 -3.736530700E-03 

 1.013207804E+00  5.132078041E-01  8.932905063E+01 -1.773243195E-02 -8.311482666E-01  1.316218203E+01 -7.267922459E+01  8.816459000E+01 -1.264265983E+00 -1.187354667E+00 -8.681876001E+01  1.383625804E+02  1.316218203E+01 -8.311482666E-01 

 1.013207804E+00  5.492921959E-01  8.932380558E+01 -5.393961592E-04  1.022063975E+00  1.309038206E+01 -7.245976660E+01  8.815941332E+01 -1.385406939E+00  1.460091393E+00 -8.641372146E+01  1.384531304E+02  1.309038206E+01  1.022063975E+00 

 1.049292196E+00  5.132078041E-01  8.677840299E+01  3.018089540E-03 -6.455619125E-01  1.551236979E+01 -6.795592104E+01  8.270184732E+01  1.189681384E-02 -9.222313036E-01 -7.964257521E+01  1.312783005E+02  1.551236979E+01 -6.455619125E-01 

 1.049292196E+00  5.492921959E-01  8.677608747E+01 -8.695248536E-03  7.794254990E-01  1.552555197E+01 -6.794236965E+01  8.269964058E+01  1.241530452E-02  1.113464999E+00 -7.961114696E+01  1.312876674E+02  1.552555197E+01  7.794254990E-01 

 1.013207804E+00  5.757078041E-01  8.932696869E+01 -3.548986668E-02 -6.438223953E-01  1.331930156E+01 -7.290219775E+01  8.816253521E+01 -1.103695005E+00 -9.197462791E-01 -8.719860228E+01  1.382920239E+02  1.331930156E+01 -6.438223953E-01 

 1.013207804E+00  6.117921959E-01  8.931079955E+01 -1.673008899E-02  1.215007519E+00  1.310592095E+01 -7.223706237E+01  8.814657684E+01 -1.469007857E+00  1.735725027E+00 -8.596935538E+01  1.385677395E+02  1.310592095E+01  1.215007519E+00 

 1.049292196E+00  5.757078041E-01  8.677321076E+01 -2.053310503E-03 -5.168502440E-01  1.559913841E+01 -6.797299940E+01  8.269689901E+01  5.675257719E-02 -7.383574915E-01 -7.964251436E+01  1.312953434E+02  1.559913841E+01 -5.168502440E-01 

 1.049292196E+00  6.117921959E-01  8.676590874E+01 -1.213297779E-02  9.028422404E-01  1.564460350E+01 -6.793167387E+01  8.268994001E+01  6.058124611E-02  1.289774629E+00 -7.954455367E+01  1.313257058E+02  1.564460350E+01  9.028422404E-01 

 1.075707804E+00  5.132078041E-01  8.503320914E+01  8.200680195E-04 -6.212157117E-02  1.562030772E+01 -6.425559632E+01  7.904861229E+01  3.577181673E-02 -8.874510167E-02 -7.438760768E+01  1.262382844E+02  1.562030772E+01 -6.212157117E-02 

 1.075707804E+00  5.492921959E-01  8.503103353E+01  7.248153719E-04  1.472839814E-01  1.564621338E+01 -6.425384203E+01  7.904658981E+01  4.646049619E-02  2.104056877E-01 -7.437421015E+01  1.262463944E+02  1.564621338E+01  1.472839814E-01 

 1.111792196E+00  5.132078041E-01  8.279764865E+01  1.848865388E-03  3.736530643E-03  1.582245822E+01 -5.972825243E+01  7.447223406E+01  1.392969409E-01  5.337900918E-03 -6.799211090E+01  1.198885702E+02  1.582245822E+01  3.736530643E-03 

 1.111792196E+00  5.492921959E-01  8.279554935E+01  6.938654517E-03  2.779648445E-02  1.584549302E+01 -5.972500310E+01  7.447034585E+01  1.481155654E-01  3.970926350E-02 -6.797687311E+01  1.198966154E+02  1.584549302E+01  2.779648445E-02 

 1.075707804E+00  5.757078041E-01  8.502784449E+01  2.914493515E-03  1.814661628E-02  1.569047302E+01 -6.425588031E+01  7.904362521E+01  6.666974595E-02  2.592373754E-02 -7.436109707E+01  1.262582107E+02  1.569047302E+01  1.814661628E-02 

 1.075707804E+00  6.117921959E-01  8.502099025E+01  4.330889111E-03  2.144896648E-01  1.577212235E+01 -6.424903965E+01  7.903725337E+01  9.979508036E-02  3.064138069E-01 -7.431624627E+01  1.262845639E+02  1.577212235E+01  2.144896648E-01 

 1.111792196E+00  5.757078041E-01  8.279243502E+01  1.104044378E-02  2.984607360E-02  1.587950719E+01 -5.971991178E+01  7.446754467E+01  1.610174088E-01  4.263724800E-02 -6.795379367E+01  1.199086454E+02  1.587950719E+01  2.984607360E-02 

 1.111792196E+00  6.117921959E-01  8.278589433E+01  1.721664355E-02  3.859730054E-02  1.594890290E+01 -5.970711117E+01  7.446166166E+01  1.863775042E-01  5.513900078E-02 -6.790198124E+01  1.199343007E+02  1.594890290E+01  3.859730054E-02 

 1.037853902E+00  9.441039020E-01  8.735198794E+01  9.720873011E-02  6.267990458E-01  1.682591563E+01 -6.870033893E+01  8.416597729E+01  2.395899372E-01  8.954272083E-01 -7.968998478E+01  1.343228579E+02  1.682591563E+01  6.267990458E-01 

 1.037853902E+00  9.621460980E-01  8.737905658E+01  9.847252814E-02 -1.498804130E+00  1.567319780E+01 -6.830486606E+01  8.419205864E+01 -4.115732272E-01 -2.141148758E+00 -7.937741217E+01  1.341182824E+02  1.567319780E+01 -1.498804130E+00 

 1.055896098E+00  9.441039020E-01  8.614367670E+01  6.907473553E-02  6.187548977E-01  1.645625676E+01 -6.536560588E+01  8.158347859E+01 -2.336773807E-01  8.839355681E-01 -7.472844313E+01  1.310002751E+02  1.645625676E+01  6.187548977E-01 

 1.055896098E+00  9.621460980E-01  8.617407991E+01  6.465742591E-02 -2.109413939E-01  1.607403017E+01 -6.531721836E+01  8.161227234E+01 -4.227659208E-01 -3.013448484E-01 -7.477820325E+01  1.309230837E+02  1.607403017E+01 -2.109413939E-01 

 1.037853902E+00  3.785390204E-02  8.737905658E+01 -9.847252815E-02  1.498804126E+00  1.567319780E+01 -6.830486607E+01  8.419205864E+01 -4.115732244E-01  2.141148751E+00 -7.937741217E+01  1.341182824E+02  1.567319780E+01  1.498804126E+00 

 1.037853902E+00  5.589609796E-02  8.735198794E+01 -9.720873013E-02 -6.267990419E-01  1.682591562E+01 -6.870033893E+01  8.416597729E+01  2.395899375E-01 -8.954272027E-01 -7.968998479E+01  1.343228579E+02  1.682591562E+01 -6.267990419E-01 

 1.055896098E+00  3.785390204E-02  8.617407991E+01 -6.465742591E-02  2.109413913E-01  1.607403017E+01 -6.531721837E+01  8.161227234E+01 -4.227659196E-01  3.013448447E-01 -7.477820325E+01  1.309230837E+02  1.607403017E+01  2.109413913E-01 

 1.055896098E+00  5.589609796E-02  8.614367670E+01 -6.907473551E-02 -6.187548972E-01  1.645625676E+01 -6.536560588E+01  8.158347859E+01 -2.336773804E-01 -8.839355674E-01 -7.472844314E+01  1.310002751E+02  1.645625676E+01 -6.187548972E-01 

 1.018926951E+00  9.408019510E-01  8.867357328E+01  1.700841407E-01 -6.153969891E-01  1.468761674E+01 -7.243406220E+01  8.702642834E+01 -2.589255925E-01 -8.791385558E-01 -8.635757452E+01  1.368871122E+02  1.468761674E+01 -6.153969891E-01 
